transaction_id,amount_sar,channel,merchant_category,timestamp,probability
TXN-2026-00083,290.9,atm,PHARMACY,2026-07-24T05:16:58Z,0.9026790868628284
TXN-2026-00084,44.25,atm,ENTERTAINMENT,2026-06-01T08:34:07Z,0.36084278132119674
TXN-2026-00085,137.59,transfer,ELECTRONICS,2026-07-10T17:20:58Z,0.0654316342493149
TXN-2026-00086,101.37,transfer,FASHION,2026-06-03T01:19:31Z,0.1774622107307763
TXN-2026-00087,332.41,ecom,HEALTHCARE,2026-07-08T23:46:09Z,0.5554099325016144
TXN-2026-00088,18.16,pos,FASHION,2026-06-29T14:15:54Z,0.029796417677236547
TXN-2026-00089,27.72,pos,FUEL,2026-07-11T19:01:03Z,0.11324078099949365
TXN-2026-00090,138.53,pos,HOME_GOODS,2026-06-14T07:21:49Z,0.09549980226505508
TXN-2026-00091,24.96,pos,TRAVEL,2026-07-21T07:37:20Z,0.0680933512458146
TXN-2026-00092,127.36,ecom,JEWELRY,2026-07-08T03:28:32Z,0.8473183260881675
TXN-2026-00093,30.25,ecom,GROCERY,2026-06-26T13:43:06Z,0.2606793391857868
TXN-2026-00094,23.8,pos,TRAVEL,2026-07-11T18:35:45Z,0.07419407906599772
TXN-2026-00095,979.12,pos,EDUCATION,2026-07-12T17:46:55Z,0.3197172042766028
TXN-2026-00096,63.42,pos,HOME_GOODS,2026-06-07T10:27:20Z,0.0694598096034052
TXN-2026-00097,89.72,atm,ELECTRONICS,2026-06-24T04:35:03Z,0.8540016532945675
TXN-2026-00098,37.97,transfer,FUEL,2026-06-14T04:42:30Z,0.3100544956991718
TXN-2026-00099,109.43,ecom,EDUCATION,2026-07-20T19:39:43Z,0.41632479292707486
TXN-2026-00100,505.6,ecom,FASHION,2026-06-12T04:36:42Z,0.829396396256785
TXN-2026-00101,117.97,ecom,FUEL,2026-06-24T09:46:20Z,0.4992954382423727
TXN-2026-00102,35.95,ecom,UTILITIES,2026-06-28T15:38:28Z,0.28561973940237984
TXN-2026-00103,106.86,pos,UTILITIES,2026-06-20T01:14:25Z,0.5248420447544679
TXN-2026-00104,74.69,atm,EDUCATION,2026-06-01T15:47:27Z,0.45014729661624425
TXN-2026-00105,69.9,atm,ELECTRONICS,2026-06-28T00:29:58Z,0.8325815719967875
TXN-2026-00106,61.83,pos,UTILITIES,2026-06-02T10:10:51Z,0.1021520858525199
TXN-2026-00107,55.41,pos,ELECTRONICS,2026-06-22T07:21:49Z,0.08580916349033531
TXN-2026-00108,481.71,ecom,RESTAURANT,2026-07-17T20:52:09Z,0.6176132640679198
TXN-2026-00109,141.85,atm,ELECTRONICS,2026-07-19T18:28:43Z,0.5079820758413901
TXN-2026-00110,88.85,ecom,UTILITIES,2026-06-04T11:32:04Z,0.37195942214134253
TXN-2026-00111,22.09,ecom,HOME_GOODS,2026-06-25T14:37:35Z,0.1692609032041723
TXN-2026-00112,220.83,ecom,PHARMACY,2026-06-04T14:06:51Z,0.4304870109629701
TXN-2026-00113,77.56,transfer,JEWELRY,2026-06-24T09:24:26Z,0.05376576147853007
TXN-2026-00114,16.87,pos,PHARMACY,2026-07-13T19:55:09Z,0.05097437233482134
TXN-2026-00115,13.4,ecom,FUEL,2026-06-06T09:35:24Z,0.2619711107461762
TXN-2026-00116,84.83,transfer,TELECOM,2026-06-28T16:23:01Z,0.05872993517153723
TXN-2026-00117,29.23,pos,TRAVEL,2026-07-21T03:32:49Z,0.38200005163179507
TXN-2026-00118,33.23,pos,FUEL,2026-07-15T19:51:57Z,0.12215220598047977
TXN-2026-00119,347.61,ecom,EDUCATION,2026-07-05T07:19:51Z,0.5247998747965334
TXN-2026-00120,728.95,transfer,ENTERTAINMENT,2026-07-03T16:26:10Z,0.1426082524802523
TXN-2026-00121,338.35,ecom,ELECTRONICS,2026-06-08T09:05:48Z,0.4992497242177754
TXN-2026-00122,295.41,pos,FUEL,2026-06-26T16:23:15Z,0.2793724887310305
TXN-2026-00123,660.55,ecom,EDUCATION,2026-07-24T04:48:45Z,0.923003973067951
TXN-2026-00124,299.15,pos,RESTAURANT,2026-07-17T19:33:27Z,0.2265794297968601
TXN-2026-00125,148.31,atm,ENTERTAINMENT,2026-07-11T16:36:15Z,0.5239078001146757
TXN-2026-00126,46.1,pos,ONLINE_SERVICES,2026-06-06T16:23:04Z,0.07254728143657474
TXN-2026-00127,55.19,pos,GROCERY,2026-06-16T23:42:40Z,0.10760434586982637
TXN-2026-00128,726.82,ecom,HOME_GOODS,2026-07-14T14:44:30Z,0.5242424999042095
TXN-2026-00129,398.43,pos,EDUCATION,2026-07-23T17:30:16Z,0.23251589021073862
TXN-2026-00130,51.3,pos,UTILITIES,2026-06-24T13:56:25Z,0.0969155123274353
TXN-2026-00131,45.61,transfer,JEWELRY,2026-06-28T02:27:38Z,0.2509199918469705
TXN-2026-00132,29.4,pos,FASHION,2026-06-28T05:44:28Z,0.2229308889237088
TXN-2026-00133,110.78,pos,EDUCATION,2026-07-22T23:43:10Z,0.1474774089608227
TXN-2026-00134,58.96,atm,GROCERY,2026-07-12T11:23:24Z,0.4060693519903713
TXN-2026-00135,80.83,pos,TRAVEL,2026-07-12T08:15:07Z,0.11462707126172088
TXN-2026-00136,40.14,transfer,ELECTRONICS,2026-06-29T06:39:18Z,0.03331334881809085
TXN-2026-00137,177.45,pos,ELECTRONICS,2026-06-19T09:54:10Z,0.14409256450708488
TXN-2026-00138,20.91,transfer,EDUCATION,2026-07-06T04:39:56Z,0.18475266666832155
TXN-2026-00139,54.87,pos,FUEL,2026-06-23T04:56:53Z,0.5531755392868137
TXN-2026-00140,67.77,atm,JEWELRY,2026-06-21T22:14:22Z,0.4671490814934289
TXN-2026-00141,168.51,ecom,ONLINE_SERVICES,2026-06-11T18:37:09Z,0.3925526174342859
TXN-2026-00142,138.48,pos,HOME_GOODS,2026-07-12T06:49:36Z,0.0945876105847186
TXN-2026-00143,394.09,ecom,EDUCATION,2026-06-30T02:44:03Z,0.9012214874632327
TXN-2026-00144,45.36,pos,ONLINE_SERVICES,2026-07-19T11:32:35Z,0.06861884520038401
TXN-2026-00145,36.74,pos,FASHION,2026-07-03T14:31:56Z,0.041031485079968816
TXN-2026-00146,64.67,ecom,RESTAURANT,2026-06-04T09:31:38Z,0.3518159221954118
TXN-2026-00147,122.58,ecom,EDUCATION,2026-06-04T18:35:12Z,0.42720216044363024
TXN-2026-00148,218.4,ecom,JEWELRY,2026-06-07T12:23:50Z,0.4918241178552165
TXN-2026-00149,26.39,pos,GROCERY,2026-07-01T16:29:09Z,0.07310443061471152
TXN-2026-00150,140.39,pos,ONLINE_SERVICES,2026-06-22T16:53:32Z,0.1181053989998254
TXN-2026-00151,489.8,transfer,ONLINE_SERVICES,2026-07-09T15:16:41Z,0.09540807876552133
TXN-2026-00152,615.58,ecom,HEALTHCARE,2026-06-10T21:15:02Z,0.6230315823475452
TXN-2026-00153,32.52,pos,JEWELRY,2026-07-13T15:33:24Z,0.08434401507942443
TXN-2026-00154,904.75,pos,PHARMACY,2026-07-14T20:51:44Z,0.27023748387471797
TXN-2026-00155,417.42,transfer,FASHION,2026-07-15T22:31:20Z,0.0613162270119335
TXN-2026-00156,99.84,pos,ELECTRONICS,2026-07-28T12:52:22Z,0.11612848177611314
TXN-2026-00157,141.25,ecom,HEALTHCARE,2026-07-05T08:59:35Z,0.41324633916918285
TXN-2026-00158,75.58,ecom,RESTAURANT,2026-06-07T13:21:45Z,0.3789130187996403
TXN-2026-00159,290.05,pos,TELECOM,2026-07-12T06:48:18Z,0.1909117318688905
TXN-2026-00160,10.66,pos,ONLINE_SERVICES,2026-07-25T01:58:58Z,0.21669013985640753
TXN-2026-00161,174.42,atm,TRAVEL,2026-06-09T16:29:17Z,0.5598935190403702
TXN-2026-00162,95.96,ecom,FASHION,2026-07-14T06:11:39Z,0.21263910803633768
TXN-2026-00163,47.34,transfer,ENTERTAINMENT,2026-06-17T12:15:28Z,0.040564778650343684
TXN-2026-00164,381.44,ecom,FASHION,2026-06-04T21:07:29Z,0.3819276278722103
TXN-2026-00165,54.4,atm,HEALTHCARE,2026-06-15T04:30:09Z,0.833862569469635
TXN-2026-00166,90.99,transfer,EDUCATION,2026-06-14T07:43:48Z,0.054480796224495455
TXN-2026-00167,191.12,pos,JEWELRY,2026-07-05T04:10:20Z,0.6123282986750378
TXN-2026-00168,576.78,ecom,ELECTRONICS,2026-06-04T14:08:32Z,0.5767540284773667
TXN-2026-00169,83.57,ecom,FUEL,2026-06-28T11:44:04Z,0.46284270872400385
TXN-2026-00170,36.65,pos,FUEL,2026-07-12T23:41:26Z,0.131941433395019
TXN-2026-00171,335.37,ecom,UTILITIES,2026-07-26T11:07:11Z,0.5304385506102085
TXN-2026-00172,41.12,atm,EDUCATION,2026-07-14T23:34:27Z,0.40050998418275663
TXN-2026-00173,405.69,atm,GROCERY,2026-07-20T00:15:13Z,0.927168067054275
TXN-2026-00174,376.15,ecom,HEALTHCARE,2026-06-03T12:28:14Z,0.5419309465957641
TXN-2026-00175,260.93,ecom,ONLINE_SERVICES,2026-06-21T07:19:56Z,0.41618275283065675
TXN-2026-00176,111.62,pos,ONLINE_SERVICES,2026-07-02T01:22:41Z,0.45618346610192395
TXN-2026-00177,78.96,atm,ENTERTAINMENT,2026-07-25T22:09:51Z,0.46326805111174824
TXN-2026-00178,111.87,ecom,TRAVEL,2026-06-22T20:05:59Z,0.4261590336367976
TXN-2026-00179,342.69,pos,ONLINE_SERVICES,2026-06-13T18:46:42Z,0.17434311195074656
TXN-2026-00180,21.59,pos,TELECOM,2026-06-14T12:58:15Z,0.06711961717152291
TXN-2026-00181,73.28,pos,TELECOM,2026-07-17T15:48:53Z,0.11730047076112556
TXN-2026-00182,39.81,pos,HOME_GOODS,2026-06-17T17:59:37Z,0.060352389543758725
TXN-2026-00183,524.95,ecom,UTILITIES,2026-07-19T15:46:41Z,0.5944223989629221
TXN-2026-00184,82.08,pos,HEALTHCARE,2026-07-27T17:41:03Z,0.12088669184317258
TXN-2026-00185,13.06,pos,UTILITIES,2026-06-01T06:32:29Z,0.0498510323436324
TXN-2026-00186,69.28,transfer,TELECOM,2026-06-01T17:35:26Z,0.05408355636718888
TXN-2026-00187,807.81,ecom,HEALTHCARE,2026-07-29T05:06:58Z,0.9289594976178327
TXN-2026-00188,38.88,ecom,HOME_GOODS,2026-06-06T11:25:29Z,0.2050782831002959
TXN-2026-00189,111.39,atm,ELECTRONICS,2026-07-01T01:40:00Z,0.8629278145335769
TXN-2026-00190,356.0,ecom,PHARMACY,2026-06-07T16:58:02Z,0.49343796639016424
TXN-2026-00191,119.54,pos,ELECTRONICS,2026-07-05T18:42:02Z,0.13241832876713852
TXN-2026-00192,471.06,ecom,EDUCATION,2026-07-07T07:36:53Z,0.5615785042627326
TXN-2026-00193,301.3,ecom,JEWELRY,2026-06-07T13:14:53Z,0.5335771333078768
TXN-2026-00194,274.14,transfer,FUEL,2026-07-11T08:50:28Z,0.12958813583644968
TXN-2026-00195,19.11,ecom,FUEL,2026-07-22T07:45:04Z,0.29044258128850564
TXN-2026-00196,287.68,atm,TRAVEL,2026-06-07T02:00:19Z,0.9198928072207382
TXN-2026-00197,75.65,pos,JEWELRY,2026-06-06T11:35:05Z,0.11692568394415634
TXN-2026-00198,193.12,pos,ELECTRONICS,2026-06-16T18:33:10Z,0.16156066145442466
TXN-2026-00199,55.22,pos,FASHION,2026-06-05T11:16:15Z,0.04797761255547034
TXN-2026-00200,32.02,pos,FUEL,2026-07-22T10:28:21Z,0.11069290191498427
TXN-2026-00201,256.81,pos,FUEL,2026-07-15T20:31:36Z,0.2740634617379013
TXN-2026-00202,99.04,pos,TELECOM,2026-07-05T05:43:49Z,0.5313602118961469
TXN-2026-00203,189.48,pos,HOME_GOODS,2026-07-02T04:40:19Z,0.49380750633155224
TXN-2026-00204,69.03,pos,FUEL,2026-07-03T22:26:34Z,0.1692765081152533
TXN-2026-00205,116.87,pos,RESTAURANT,2026-07-12T19:02:36Z,0.15644179422849072
TXN-2026-00206,29.07,pos,ELECTRONICS,2026-07-04T17:37:44Z,0.07113728519724438
TXN-2026-00207,289.01,ecom,PHARMACY,2026-06-22T14:50:13Z,0.46287652389037665
TXN-2026-00208,91.07,ecom,ENTERTAINMENT,2026-07-22T22:07:01Z,0.39114346049160026
TXN-2026-00209,34.57,ecom,JEWELRY,2026-06-30T07:51:25Z,0.2739183917684885
TXN-2026-00210,96.38,pos,HEALTHCARE,2026-07-08T13:24:00Z,0.12476125604646929
TXN-2026-00211,82.25,pos,HOME_GOODS,2026-06-13T14:07:16Z,0.08107250801142998
TXN-2026-00212,11.5,pos,ELECTRONICS,2026-07-10T05:52:43Z,0.2647588973928329
TXN-2026-00213,24.37,pos,HEALTHCARE,2026-07-09T04:36:24Z,0.35493988928743986
TXN-2026-00214,61.32,ecom,UTILITIES,2026-06-12T10:53:28Z,0.3288890746461166
TXN-2026-00215,120.17,transfer,JEWELRY,2026-07-02T13:45:53Z,0.06823242863568792
TXN-2026-00216,35.52,pos,EDUCATION,2026-07-20T14:36:47Z,0.0835082764966664
TXN-2026-00217,291.6,ecom,EDUCATION,2026-06-03T14:16:22Z,0.5216410791766636
TXN-2026-00218,18.42,atm,RESTAURANT,2026-07-15T11:55:45Z,0.3053668284255663
TXN-2026-00219,60.6,ecom,JEWELRY,2026-06-21T22:18:18Z,0.3659223210339311
TXN-2026-00220,46.96,atm,TELECOM,2026-07-12T04:44:55Z,0.8297918234980534
TXN-2026-00221,90.0,pos,TRAVEL,2026-06-27T12:28:04Z,0.12448280818280455
TXN-2026-00222,1028.14,ecom,TELECOM,2026-07-17T14:40:42Z,0.6729278642030531
TXN-2026-00223,378.28,ecom,PHARMACY,2026-07-07T04:36:54Z,0.8787576790724444
TXN-2026-00224,316.76,pos,ELECTRONICS,2026-06-02T03:59:54Z,0.6319216007082377
TXN-2026-00225,103.19,transfer,TELECOM,2026-07-30T08:05:41Z,0.05936217460899757
TXN-2026-00226,420.86,transfer,TRAVEL,2026-06-28T20:05:45Z,0.12410850131974105
TXN-2026-00227,36.08,ecom,GROCERY,2026-06-08T13:44:08Z,0.27712536356386674
TXN-2026-00228,45.42,ecom,ELECTRONICS,2026-06-20T04:24:49Z,0.7454099683076392
TXN-2026-00229,8.58,pos,HEALTHCARE,2026-07-29T13:39:43Z,0.04383792763694551
TXN-2026-00230,96.97,pos,ELECTRONICS,2026-06-28T10:50:08Z,0.11258551191020569
TXN-2026-00231,36.09,ecom,EDUCATION,2026-06-13T23:25:18Z,0.3036773128083736
TXN-2026-00232,107.31,pos,UTILITIES,2026-06-01T11:59:20Z,0.13047919177410497
TXN-2026-00233,76.22,pos,ENTERTAINMENT,2026-07-03T13:27:44Z,0.1103932154201154
TXN-2026-00234,56.49,ecom,FASHION,2026-07-08T20:48:53Z,0.1948587186187864
TXN-2026-00235,58.78,pos,TELECOM,2026-07-09T01:19:42Z,0.4581026178675097
TXN-2026-00236,146.88,ecom,TRAVEL,2026-07-04T23:16:10Z,0.4665263610625373
TXN-2026-00237,86.01,atm,GROCERY,2026-07-04T02:16:45Z,0.8594275117842212
TXN-2026-00238,89.98,pos,HOME_GOODS,2026-06-17T03:57:36Z,0.40211861404548416
TXN-2026-00239,5.0,pos,ENTERTAINMENT,2026-06-12T01:35:51Z,0.20438177085628434
TXN-2026-00240,46.15,transfer,PHARMACY,2026-06-24T03:32:43Z,0.2056982044232001
TXN-2026-00241,49.85,pos,ENTERTAINMENT,2026-06-30T00:23:12Z,0.41966053312544144
TXN-2026-00242,1038.96,ecom,ONLINE_SERVICES,2026-07-05T07:09:00Z,0.5832232094956521
TXN-2026-00243,161.32,transfer,GROCERY,2026-07-18T23:19:06Z,0.08063914901942132
TXN-2026-00244,114.48,transfer,TRAVEL,2026-07-29T07:57:54Z,0.06160522218880653
TXN-2026-00245,45.22,pos,HOME_GOODS,2026-06-04T13:42:08Z,0.061448832801161514
TXN-2026-00246,308.37,transfer,FUEL,2026-06-21T14:17:14Z,0.14372801565448054
TXN-2026-00247,49.45,pos,ENTERTAINMENT,2026-06-23T06:28:19Z,0.08564823817355446
TXN-2026-00248,21.09,pos,UTILITIES,2026-07-09T01:13:53Z,0.3371066594029306
TXN-2026-00249,16.68,pos,FASHION,2026-06-29T17:47:35Z,0.02956507479012422
TXN-2026-00250,38.39,pos,GROCERY,2026-07-12T02:37:37Z,0.3999364515456617
TXN-2026-00251,106.48,atm,ELECTRONICS,2026-06-30T01:10:59Z,0.860322666057823
TXN-2026-00252,7.35,ecom,TRAVEL,2026-06-18T08:28:56Z,0.15492773893587078
TXN-2026-00253,70.57,pos,JEWELRY,2026-06-25T04:26:12Z,0.49352334644869245
TXN-2026-00254,165.61,pos,JEWELRY,2026-07-07T16:20:24Z,0.1693933879940734
TXN-2026-00255,110.34,pos,EDUCATION,2026-07-23T23:03:48Z,0.1472350096997162
TXN-2026-00256,19.86,pos,ONLINE_SERVICES,2026-06-23T18:01:45Z,0.050896025527003126
TXN-2026-00257,145.5,ecom,TRAVEL,2026-06-15T19:14:01Z,0.4550212323276979
TXN-2026-00258,51.15,pos,TRAVEL,2026-07-22T10:03:01Z,0.09588211464586208
TXN-2026-00259,59.2,pos,UTILITIES,2026-06-20T10:08:10Z,0.10024957701279529
TXN-2026-00260,298.04,ecom,JEWELRY,2026-07-08T05:24:19Z,0.8955082272072448
TXN-2026-00261,851.46,pos,EDUCATION,2026-07-10T07:40:36Z,0.2834043961857455
TXN-2026-00262,219.79,pos,PHARMACY,2026-07-27T10:28:00Z,0.1432941173389875
TXN-2026-00263,66.36,ecom,GROCERY,2026-06-11T13:31:56Z,0.3392248482567089
TXN-2026-00264,1062.4,atm,EDUCATION,2026-07-14T07:10:28Z,0.7328489176474071
TXN-2026-00265,30.66,pos,TELECOM,2026-07-06T02:21:38Z,0.3849781343836382
TXN-2026-00266,64.64,pos,TELECOM,2026-06-22T06:12:26Z,0.10223750167374492
TXN-2026-00267,233.75,atm,TRAVEL,2026-06-07T00:13:10Z,0.9104281369497929
TXN-2026-00268,43.75,pos,FUEL,2026-06-17T02:41:34Z,0.521009294345706
TXN-2026-00269,5.0,pos,ENTERTAINMENT,2026-07-07T01:09:48Z,0.20438177085628434
TXN-2026-00270,107.7,pos,EDUCATION,2026-07-24T12:52:33Z,0.13205313596898918
TXN-2026-00271,79.37,transfer,HEALTHCARE,2026-07-10T04:07:48Z,0.29514620663770397
TXN-2026-00272,14.28,transfer,EDUCATION,2026-06-21T23:58:51Z,0.02751541494455633
TXN-2026-00273,241.38,ecom,TELECOM,2026-06-27T03:26:09Z,0.880999681050677
TXN-2026-00274,62.22,atm,EDUCATION,2026-06-23T13:16:24Z,0.42335948078589414
TXN-2026-00275,97.8,ecom,FUEL,2026-07-18T15:58:17Z,0.4922233388511612
TXN-2026-00276,69.96,pos,HOME_GOODS,2026-06-07T07:08:19Z,0.07050157241786029
TXN-2026-00277,780.51,pos,TELECOM,2026-07-19T16:55:23Z,0.29804301217610424
TXN-2026-00278,451.59,ecom,TRAVEL,2026-07-07T00:11:12Z,0.9068437733735405
TXN-2026-00279,253.06,pos,PHARMACY,2026-07-11T03:43:01Z,0.5768775663218222
TXN-2026-00280,66.23,pos,HOME_GOODS,2026-06-23T05:53:57Z,0.3719722277182493
TXN-2026-00281,1003.37,atm,RESTAURANT,2026-07-14T06:17:41Z,0.7419464632774012
TXN-2026-00282,1342.4,ecom,ENTERTAINMENT,2026-07-09T00:14:16Z,0.9394423584599537
TXN-2026-00283,494.36,pos,FASHION,2026-06-26T18:06:00Z,0.13582307902997556
